32,1,5024,14.71875,70.961,0,true
32,1,100048,293.109375,353.535,0,true
32,1,512000,1500.0,185.666,0,true
threads,skew,src_mem_kb,total_mem_kb,execution_time,inputdatacached,NoAMX
32,1,18,0.052734375,18.6272,0,false
32,1,32,0.09375,18.0277,0,false
32,1,128,0.375,20.1458,0,false
32,1,512,1.5,6.96815,0,false
32,1,5024,14.71875,9.13179,0,false
32,1,100048,293.109375,1.67061,0,false
32,1,512000,1500.0,4.98316,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_time,inputdatacached,NoAMX
32,1,18,0.052734375,21.5083,0,true
32,1,32,0.09375,20.7343,0,true
threads,skew,src_mem_kb,total_mem_kb,execution_time,inputdatacached,NoAMX
32,1,18,0.052734375,18.2545,0,false
32,1,32,0.09375,17.9059,0,false
32,1,128,0.375,20.203,0,false
32,1,512,1.5,3.65236,0,false
32,1,5024,14.71875,4.59181,0,false
32,1,100048,293.109375,1.35471,0,false
32,1,512000,1500.0,4.97196,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_time,inputdatacached,NoAMX
32,1,18,0.052734375,21.5803,0,true
32,1,32,0.09375,20.7783,0,true
32,1,128,0.375,25.3223,0,true
32,1,512,1.5,116.415,0,true
32,1,5024,14.71875,129.483,0,true
threads,skew,src_mem_kb,total_mem_kb,execution_time,inputdatacached,NoAMX
threads,skew,src_mem_kb,total_mem_kb,execution_time,inputdatacached,NoAMX
threads,skew,src_mem_kb,total_mem_kb,execution_time,inputdatacached,NoAMX
32,1,18,0.052734375,18.4176,0,false
32,1,32,0.09375,17.7769,0,false
32,1,128,0.375,20.4022,0,false
32,1,512,1.5,18.125,0,false
32,1,5024,14.71875,17.9583,0,false
32,1,100048,293.109375,19.6237,0,false
32,1,512000,1500.0,22.3508,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_time,inputdatacached,NoAMX
32,1,18,0.052734375,21.176,0,true
32,1,32,0.09375,20.5399,0,true
32,1,128,0.375,25.4016,0,true
32,1,512,1.5,23.31,0,true
32,1,5024,14.71875,23.3305,0,true
32,1,100048,293.109375,46.5086,0,true
32,1,512000,1500.0,77.8681,0,true
threads,skew,src_mem_kb,total_mem_kb,execution_time,inputdatacached,NoAMX
32,1,18,0.052734375,20.1919,0,false
32,1,32,0.09375,19.1737,0,false
32,1,128,0.375,22.5459,0,false
32,1,512,1.5,19.2604,0,false
32,1,5024,14.71875,18.8194,0,false
32,1,100048,293.109375,19.9447,0,false
32,1,512000,1500.0,24.5322,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_time,inputdatacached,NoAMX
32,1,18,0.052734375,23.2375,0,true
32,1,32,0.09375,22.8412,0,true
32,1,128,0.375,27.7253,0,true
32,1,512,1.5,25.1797,0,true
32,1,5024,14.71875,25.2949,0,true
32,1,100048,293.109375,37.5879,0,true
32,1,512000,1500.0,42.537,0,true
threads,skew,src_mem_kb,total_mem_kb,execution_time,inputdatacached,NoAMX
32,1,18,0.052734375,20.2017,0,false
32,1,32,0.09375,19.3738,0,false
32,1,128,0.375,22.8608,0,false
32,1,512,1.5,19.5104,0,false
32,1,5024,14.71875,18.9506,0,false
32,1,100048,293.109375,19.925,0,false
32,1,512000,1500.0,24.9598,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_time,inputdatacached,NoAMX
32,1,18,0.052734375,22.9576,0,true
32,1,32,0.09375,22.3718,0,true
32,1,128,0.375,27.3877,0,true
32,1,512,1.5,25.1503,0,true
32,1,5024,14.71875,25.5376,0,true
32,1,100048,293.109375,37.5125,0,true
32,1,512000,1500.0,42.5878,0,true
threads,skew,src_mem_kb,total_mem_kb,execution_time,inputdatacached,NoAMX
32,1,18,0.052734375,20.3991,0,false
32,1,32,0.09375,19.45,0,false
32,1,128,0.375,22.7558,0,false
32,1,512,1.5,19.1321,0,false
32,1,5024,14.71875,18.6903,0,false
32,1,100048,293.109375,19.8151,0,false
32,1,512000,1500.0,24.11,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_time,inputdatacached,NoAMX
32,1,18,0.052734375,23.0209,0,true
32,1,32,0.09375,22.1983,0,true
32,1,128,0.375,27.5288,0,true
32,1,512,1.5,25.1403,0,true
32,1,5024,14.71875,25.3572,0,true
32,1,100048,293.109375,37.5033,0,true
32,1,512000,1500.0,42.5991,0,true
threads,skew,src_mem_kb,total_mem_kb,execution_time,inputdatacached,NoAMX
32,1,512000,1500.0,22.2877,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,512000,1500.0,22.1972,23.8478,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,512000,1500.0,22.8491,27.0628,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,18,0.052734375,20.6878,20.712,0,false
32,1,32,0.09375,19.493,19.555,0,false
32,1,128,0.375,21.3195,22.1845,0,false
32,1,512,1.5,19.0995,19.3535,0,false
32,1,5024,14.71875,18.3692,19.3788,0,false
32,1,100048,293.109375,19.906,20.2303,0,false
32,1,512000,1500.0,25.0092,27.3363,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,18,0.052734375,23.3419,23.6649,0,true
32,1,32,0.09375,22.1721,22.914,0,true
32,1,128,0.375,26.2969,28.1641,0,true
32,1,512,1.5,25.2413,25.4038,0,true
32,1,5024,14.71875,24.3384,25.9043,0,true
32,1,100048,293.109375,35.9338,38.6389,0,true
32,1,512000,1500.0,41.3949,43.6714,0,true
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,256,0.7500000000000002,7.73085,8.16278,0,false
32,1,16384,48.000000000000014,14.8092,15.3037,0,false
32,1,100048,293.109375,19.3176,19.8171,0,false
32,1,512000,1500.0,22.3111,25.2352,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,256,0.7500000000000002,5.29083,5.80189,0,true
32,1,16384,48.000000000000014,31.3717,32.9671,0,true
32,1,100048,293.109375,33.3559,34.9171,0,true
32,1,512000,1500.0,37.8072,39.0245,0,true
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,256,0.7500000000000002,71.3836,73.9797,0,false
32,1,16384,48.000000000000014,62.5695,64.2586,0,false
32,1,100048,293.109375,58.681,60.1375,0,false
32,1,512000,1500.0,58.4269,58.6938,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,256,0.7500000000000002,63.2802,63.77,0,true
32,1,16384,48.000000000000014,67.2816,74.6221,0,true
32,1,100048,293.109375,73.1071,76.8554,0,true
32,1,512000,1500.0,69.0355,72.6509,0,true
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,256,0.7500000000000002,0.0861151,0.0872115,0,false
32,1,16384,48.000000000000014,0.362458,0.368575,0,false
32,1,100048,293.109375,2.59969,2.66395,0,false
32,1,512000,1500.0,39.744,42.3552,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,256,0.7500000000000002,0.0620336,0.0632151,0,true
32,1,16384,48.000000000000014,1.29044,1.35135,0,true
32,1,100048,293.109375,17.7573,18.6566,0,true
32,1,512000,1500.0,201.969,208.417,0,true
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,3048000,8929.687499999998,759.671,760.741,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,3048000,8929.687499999998,3026.89,3048.81,0,true
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,3048000,8929.687499999998,30.3136,30.5948,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,3048000,8929.687499999998,123.699,126.696,0,true
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,3048000,8929.687499999998,30.5078,30.85,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,3048000,8929.687499999998,123.729,126.704,0,true
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,512000,1500.0,1.55428,1.63061,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,512000,1500.0,7.58577,7.8767,0,true
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,512000,1500.0,2.06539,2.15002,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,51200,150.0,0.0633223,0.0729485,0,false
threads,skew,src_mem_kb,total_mem_kb,execution_timeS0,execution_timeS1,inputdatacached,NoAMX
32,1,51200,150.0,0.0660239,0.0569238,0,false
