src_row,src_col,weight_row,weight_col,threads,skew,src_mem_kb,total_mem_mb,execution_time,S1,cacheinput,noamx,blockinfo
1603,1603,1603,1603,5,1,5024,14.71875,0.0542703,0.0543056,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=5, N_chunk_elems=384, num_N_blocks=26, N_chunk_size=6,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
1603,1603,1603,1603,6,1,5024,14.71875,0.0475915,0.0521751,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=6, N_chunk_elems=320, num_N_blocks=26, N_chunk_size=5,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
1603,1603,1603,1603,7,1,5024,14.71875,0.0426197,0.042368,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=5, N_chunk_elems=384, num_N_blocks=26, N_chunk_size=6,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
1603,1603,1603,1603,8,1,5024,14.71875,0.0420262,0.0434103,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=5, N_chunk_elems=384, num_N_blocks=26, N_chunk_size=6,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
1603,1603,1603,1603,9,1,5024,14.71875,0.0405358,0.0397179,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=5, N_chunk_elems=384, num_N_blocks=26, N_chunk_size=6,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
1603,1603,1603,1603,10,1,5024,14.71875,0.0373525,0.0390805,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=7, N_chunk_elems=256, num_N_blocks=26, N_chunk_size=4,K values: K=1603, K_blk=32, K_tail=4, K_chunks=1, K_chunk_elems=1632,
1603,1603,1603,1603,11,1,5024,14.71875,0.036565,0.0369078,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=6, N_chunk_elems=320, num_N_blocks=26, N_chunk_size=5,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
1603,1603,1603,1603,12,1,5024,14.71875,0.0368476,0.0428608,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=6, N_chunk_elems=320, num_N_blocks=26, N_chunk_size=5,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
7157,7157,7157,7157,1,1,100048,293.109375,10.7885,10.9045,0,false,M values: M=7157, M_blk=64, M_tail=53, M_chunks=28, M_chunk_elems=256, num_M_blocks=112, M_chunk_size=4,N values: N=7157, N_blk=64, N_tail=53, N_chunks=28, N_chunk_elems=256, num_N_blocks=112, N_chunk_size=4,K values: K=7157, K_blk=32, K_tail=22, K_chunks=8, K_chunk_elems=896,
7157,7157,7157,7157,2,1,100048,293.109375,5.47018,5.64028,0,false,M values: M=7157, M_blk=64, M_tail=53, M_chunks=28, M_chunk_elems=256, num_M_blocks=112, M_chunk_size=4,N values: N=7157, N_blk=64, N_tail=53, N_chunks=28, N_chunk_elems=256, num_N_blocks=112, N_chunk_size=4,K values: K=7157, K_blk=32, K_tail=22, K_chunks=8, K_chunk_elems=896,
