src_row,src_col,weight_row,weight_col,threads,skew,src_mem_kb,total_mem_mb,execution_time,S1,cacheinput,noamx,blockinfo
1603,1603,1603,1603,2,1,5024,235.5,1.35529,1.4583,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=5, N_chunk_elems=384, num_N_blocks=26, N_chunk_size=6,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
1603,1603,1603,1603,3,1,5024,235.5,0.99815,1.00488,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=5, N_chunk_elems=384, num_N_blocks=26, N_chunk_size=6,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
1603,1603,1603,1603,4,1,5024,235.5,0.763005,0.763775,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=5, N_chunk_elems=384, num_N_blocks=26, N_chunk_size=6,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
1603,1603,1603,1603,5,1,5024,235.5,0.635078,0.63707,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=5, N_chunk_elems=384, num_N_blocks=26, N_chunk_size=6,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
1603,1603,1603,1603,6,1,5024,235.5,0.554373,0.573025,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=5, N_chunk_elems=384, num_N_blocks=26, N_chunk_size=6,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
1603,1603,1603,1603,7,1,5024,235.5,0.479942,0.47726,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=5, N_chunk_elems=384, num_N_blocks=26, N_chunk_size=6,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
1603,1603,1603,1603,8,1,5024,235.5,0.421912,0.425055,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=5, N_chunk_elems=384, num_N_blocks=26, N_chunk_size=6,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
1603,1603,1603,1603,9,1,5024,235.5,0.401715,0.406185,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=6, N_chunk_elems=320, num_N_blocks=26, N_chunk_size=5,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
1603,1603,1603,1603,10,1,5024,235.5,0.366423,0.367935,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=5, N_chunk_elems=384, num_N_blocks=26, N_chunk_size=6,K values: K=1603, K_blk=32, K_tail=4, K_chunks=3, K_chunk_elems=544,
1603,1603,1603,1603,11,1,5024,235.5,0.335395,0.341798,0,false,M values: M=1603, M_blk=64, M_tail=3, M_chunks=7, M_chunk_elems=256, num_M_blocks=26, M_chunk_size=4,N values: N=1603, N_blk=64, N_tail=3, N_chunks=7, N_chunk_elems=256, num_N_blocks=26, N_chunk_size=4,K values: K=1603, K_blk=32, K_tail=4, K_chunks=1, K_chunk_elems=1632,
